09:33:36.140 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
09:33:37.647 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\Administrator\nacos\config
09:33:37.650 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0
09:33:37.693 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 27 ms to scan 1 urls, producing 3 keys and 6 values 
09:33:37.719 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 4 keys and 9 values 
09:33:37.733 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
09:33:37.748 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 1 keys and 5 values 
09:33:37.765 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 13 ms to scan 1 urls, producing 1 keys and 7 values 
09:33:37.781 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
09:33:37.784 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
09:33:37.785 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$451/0x000000080040bc40
09:33:37.785 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080040b040
09:33:37.786 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
09:33:37.786 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
09:33:37.795 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
09:33:41.002 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1634520820797_127.0.0.1_59891
09:33:41.003 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:33:41.002 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]Notify connected event to listeners.
09:33:41.004 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
09:33:41.004 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [1b00b1e4-9cc1-4f42-8972-fd93ca217b50_config-0] Connected,notify listen context...
09:33:41.046 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
09:33:41.067 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
09:33:41.112 [main] INFO  c.r.g.RuoYiGenApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
09:33:44.279 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9202"]
09:33:44.279 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
09:33:44.280 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.52]
09:33:44.514 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
09:33:45.885 [main] INFO  c.a.c.s.SentinelWebAutoConfiguration - [addInterceptors,80] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
09:33:47.552 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
09:33:47.553 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
09:33:47.554 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
09:33:47.574 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 776f75b9-be09-4838-b285-86bb79d943d9
09:33:47.575 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]RpcClient init label, labels={module=naming, source=sdk}
09:33:47.577 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
09:33:47.577 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
09:33:47.577 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
09:33:47.578 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
09:33:47.708 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1634520827591_127.0.0.1_59924
09:33:47.708 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
09:33:47.708 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]Notify connected event to listeners.
09:33:47.708 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
09:33:47.708 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
09:33:50.772 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> []
09:33:50.785 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> []
09:33:50.794 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9202"]
09:33:50.820 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service ruoyi-gen with instance Instance{instanceId='null', ip='192.168.0.173', port=9202, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
09:33:50.830 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gen 192.168.0.173:9202 register finished
09:33:51.358 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]receive server push request,request=NotifySubscriberRequest,requestId=5
09:33:51.360 [nacos-grpc-client-executor-9] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-gen -> [{"ip":"192.168.0.173","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
09:33:51.361 [nacos-grpc-client-executor-9] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gen -> [{"ip":"192.168.0.173","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
09:33:51.363 [nacos-grpc-client-executor-9] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [776f75b9-be09-4838-b285-86bb79d943d9]ack server push request,request=NotifySubscriberRequest,requestId=5
09:33:51.769 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> [{"ip":"192.168.0.173","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
09:33:51.769 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> [{"ip":"192.168.0.173","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"ipDeleteTimeout":30000,"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000}]
09:33:52.718 [main] INFO  c.r.g.RuoYiGenApplication - [logStarted,61] - Started RuoYiGenApplication in 18.16 seconds (JVM running for 20.99)
09:33:52.732 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen+DEFAULT_GROUP
09:33:52.733 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen, group=DEFAULT_GROUP, cnt=1
09:33:52.735 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen-dev.yml+DEFAULT_GROUP
09:33:52.736 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen-dev.yml, group=DEFAULT_GROUP, cnt=1
09:33:52.736 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen.yml+DEFAULT_GROUP
09:33:52.737 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen.yml, group=DEFAULT_GROUP, cnt=1
09:33:54.292 [RMI TCP Connection(1)-192.168.0.173] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
09:33:54.327 [RMI TCP Connection(2)-192.168.0.173] INFO  c.z.h.HikariDataSource - [getConnection,110] - HikariPool-1 - Starting...
09:33:54.969 [RMI TCP Connection(2)-192.168.0.173] INFO  c.z.h.HikariDataSource - [getConnection,123] - HikariPool-1 - Start completed.
